Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Renault,van,177,2,Diesel,yes,2008,Trafic,11500
Volkswagen,van,100,2,Diesel,yes,2010,T5 (Transporter),11500
Volkswagen,van,163,2.5,Diesel,yes,2008,T5 (Transporter),11500
Volkswagen,sedan,70,NA,Other,yes,2014,Polo,11500
Volkswagen,other,51,1.6,Petrol,yes,2013,Polo,11500
Volkswagen,sedan,130,2,Diesel,yes,2008,Passat B6,11500
Volkswagen,sedan,169,1.8,Petrol,yes,2008,Passat B6,11500
Volkswagen,sedan,119,2,Diesel,yes,2007,Passat B6,11500
Volkswagen,sedan,118,2,Petrol,yes,2007,Passat B6,11500
Mitsubishi,crossover,191,3,Gas,yes,2006,Pajero Sport,11500
Mitsubishi,crossover,170,3,Gas,yes,2005,Pajero Sport,11500
Mitsubishi,crossover,142,2.4,Petrol,yes,2006,Outlander,11500
Renault,vagon,170,1.5,Diesel,yes,2012,Megane,11500
Renault,vagon,230,1.5,Diesel,yes,2012,Megane,11500
Renault,vagon,175,1.5,Diesel,yes,2011,Megane,11500
Mitsubishi,sedan,72,2.4,Petrol,yes,2006,Lancer Evolution,11500
Toyota,van,161,2.5,Diesel,yes,2002,Hiace,11500
Renault,van,170,1.5,Diesel,yes,2012,Grand Scenic,11500
Renault,van,160,1.5,Diesel,yes,2010,Grand Scenic,11500
Mitsubishi,sedan,134,2.4,Petrol,yes,2009,Galant,11500
Mercedes-Benz,sedan,180,3.2,Gas,yes,2004,E-Class,11500
Mercedes-Benz,sedan,224,2.6,Gas,yes,2003,E-Class,11500
Toyota,sedan,110,1.6,Petrol,yes,2011,Corolla,11500
Volkswagen,van,70,2,Diesel,yes,2013,Caddy,11500
Volkswagen,van,210,2,Diesel,yes,2012,Caddy,11500
Volkswagen,other,189,2,Diesel,yes,2011,Caddy,11500
Volkswagen,van,192,1.9,Diesel,yes,2008,Caddy,11500
Audi,sedan,85,1.8,Petrol,yes,2007,A4,11500
BMW,sedan,193,4.4,Petrol,yes,2000,740,11500
BMW,sedan,290,3,Diesel,yes,2001,730,11500
Mercedes-Benz,other,157,2.2,Diesel,yes,2012,Vito,11499
Mitsubishi,van,98,2.4,Petrol,yes,2008,Grandis,11499
Mitsubishi,sedan,60,1.6,Gas,yes,2012,Lancer X,11450
Volkswagen,van,140,2,Diesel,yes,2010,Caddy,11450
Renault,sedan,0,1.2,Petrol,yes,2016,Logan,11403.99
Mercedes-Benz,van,174,2.2,Diesel,yes,2012,Vito,11400
Renault,van,122,2,Diesel,yes,2013,Trafic,11400
Mercedes-Benz,sedan,220,5,Petrol,yes,2004,S 500,11400
Toyota,sedan,118,1.4,Petrol,yes,2010,Corolla,11400
Audi,crossover,250,2.5,Diesel,yes,2005,A6 Allroad,11400
BMW,sedan,206,3,Petrol,yes,2003,530,11400
Volkswagen,van,190,75,Diesel,yes,2011,T5 (Transporter),11350
Renault,van,183,2,Diesel,yes,2011,Trafic,11300
Volkswagen,van,250,2.5,Diesel,yes,2007,T5 (Transporter),11300
Mitsubishi,crossover,209,3.5,Petrol,yes,1999,Pajero Wagon,11300
Mitsubishi,crossover,128,2.4,Gas,yes,2008,Outlander,11300
Renault,vagon,141,1.5,Diesel,yes,2013,Megane,11300
Renault,vagon,184,1.5,Diesel,yes,2011,Megane,11300
Renault,vagon,160,1.5,Diesel,yes,2011,Laguna,11300
Toyota,hatch,87,1,Petrol,yes,2009,IQ,11300
Mercedes-Benz,sedan,363,3.2,Gas,yes,2004,E-Class,11300
Mercedes-Benz,other,220,3.2,Diesel,yes,2003,E-Class,11300
Toyota,sedan,260,3.5,Gas,yes,2007,Camry,11300
Volkswagen,van,165,1.9,Diesel,yes,2010,Caddy,11300
Audi,sedan,202,2.7,Diesel,no,2008,A6,11300
Mercedes-Benz,van,1,2.2,Other,yes,2006,Vito,11299
Volkswagen,other,159,1.4,Petrol,yes,2010,Golf VI,11250
Volkswagen,crossover,1,4.2,Petrol,yes,2004,Touareg,11200
Volkswagen,van,178,NA,Diesel,yes,2008,T5 (Transporter),11200
Volkswagen,van,200,2.5,Diesel,yes,2003,T4 (Transporter),11200
Mercedes-Benz,other,198,6,Petrol,yes,2004,S 600,11200
Mercedes-Benz,sedan,198,6,Petrol,yes,2004,S 600,11200
Volkswagen,sedan,260,3.2,Petrol,yes,2006,Passat B6,11200
Renault,vagon,165,1.5,Diesel,yes,2012,Megane,11200
Renault,van,157,1.5,Diesel,yes,2012,Grand Scenic,11200
Mercedes-Benz,sedan,280,2.2,Diesel,yes,2005,E-Class,11200
Toyota,sedan,179,2.4,Petrol,yes,2006,Camry,11200
Audi,hatch,150,1.6,Petrol,yes,2008,A3,11115
Renault,vagon,190,1.5,Diesel,yes,2011,Laguna,11111
Mitsubishi,crossover,119,2.4,Gas,yes,2008,Outlander,11100
Renault,vagon,155,1.5,Diesel,yes,2012,Megane,11100
Renault,vagon,180,1.5,Diesel,yes,2012,Megane,11100
Mitsubishi,vagon,132,2.4,Gas,yes,2006,Grandis,11100
Mercedes-Benz,van,300,2.2,Diesel,yes,2007,Vito,11000
Mercedes-Benz,van,250,2.2,Diesel,yes,2005,Vito,11000
Audi,other,120,1.8,Petrol,yes,2000,TT,11000
Volkswagen,vagon,210,1.9,Diesel,yes,2008,Touran,11000
Volkswagen,van,282,2.5,Diesel,yes,2006,T5 (Transporter),11000
Toyota,hatch,74,1.4,Other,yes,2010,Prius,11000
Mercedes-Benz,crossover,148,3.2,Petrol,yes,2001,ML 320,11000
Renault,hatch,127,1.5,Diesel,yes,2012,Megane,11000
Renault,other,131,1.5,Diesel,yes,2011,Kangoo,11000
Volkswagen,vagon,127,1.6,Diesel,yes,2012,Golf VI,11000
Volkswagen,vagon,171,1.9,Diesel,yes,2009,Golf Variant,11000
Mercedes-Benz,sedan,263,3.2,Diesel,yes,2001,E-Class,11000
Toyota,sedan,156,1.8,Petrol,yes,2008,Avensis,11000
Mercedes-Benz,sedan,319,2.2,Diesel,yes,2003,220,11000
Mercedes-Benz,van,191,2.2,Diesel,yes,2007,Vito,10999
Mercedes-Benz,other,185,NA,Diesel,yes,2005,Vito,10999
Mercedes-Benz,van,263,2.2,Diesel,yes,2005,Vito,10999
Renault,van,207,2,Diesel,yes,2012,Trafic,10999
Mercedes-Benz,other,269,2.2,Diesel,yes,2006,Sprinter 313,10999
Mitsubishi,other,281,3,Gas,yes,2003,Pajero Wagon,10999
Renault,vagon,216,1.5,Diesel,yes,2012,Megane,10999
Volkswagen,other,240,2.5,Diesel,yes,2005,LT,10999
Volkswagen,van,95,1.6,Diesel,yes,2012,Caddy,10999
Volkswagen,van,110,1.6,Diesel,yes,2012,Caddy,10999
Audi,sedan,200,1.8,Petrol,yes,2006,A4,10999
BMW,sedan,225,3,Diesel,yes,2003,530,10999
BMW,sedan,150,2,Gas,yes,2003,320,10999
BMW,other,162,2.2,Petrol,yes,2002,320,10999
Renault,sedan,118,2,Petrol,yes,2012,Fluence,10990
Volkswagen,sedan,1,1.6,Petrol,yes,2015,Polo,10974.21
Renault,vagon,180,1.5,Diesel,yes,2011,Megane,10950
Volkswagen,van,165,2,Diesel,yes,2012,Caddy,10950
Volkswagen,van,177,2,Diesel,yes,2011,Caddy,10950
Mercedes-Benz,van,191,2.2,Diesel,yes,2007,Vito,10900
Mercedes-Benz,van,360,2.2,Other,yes,2006,Vito,10900
Renault,van,138,2,Diesel,yes,2012,Trafic,10900
Renault,other,189,2,Diesel,yes,2012,Trafic,10900
Volkswagen,van,240,2.5,Diesel,yes,2007,T5 (Transporter),10900
Volkswagen,other,287,2.5,Other,yes,2004,T5 (Transporter),10900
Mercedes-Benz,sedan,360,5,Gas,yes,2001,S 500,10900
Mercedes-Benz,sedan,160,3,Diesel,yes,1996,S 140,10900
Volkswagen,sedan,136,1.8,Petrol,yes,2008,Passat B6,10900
Volkswagen,vagon,204,2,Diesel,yes,2007,Passat B6,10900
Volkswagen,sedan,273,2,Petrol,yes,2006,Passat B6,10900
Renault,vagon,175,1.5,Diesel,yes,2012,Megane,10900
Renault,vagon,180,1.5,Diesel,yes,2012,Megane,10900
Volkswagen,vagon,185,1.4,Petrol,yes,2011,Golf VII,10900
Volkswagen,vagon,185,1.4,Petrol,yes,2011,Golf VI,10900
Mercedes-Benz,sedan,217,3.2,Diesel,yes,2002,E-Class,10900
Toyota,sedan,156,NA,Gas,yes,2005,Camry,10900
Volkswagen,van,185,1.9,Diesel,yes,2009,Caddy,10900
Audi,sedan,199,3,Petrol,yes,2004,A8,10900
Audi,sedan,225,2.4,Petrol,yes,2005,A6,10900
BMW,sedan,375,4.4,Gas,yes,2001,740,10900
BMW,sedan,245,3,Diesel,yes,2003,530,10900
Mitsubishi,sedan,63,2,Petrol,yes,2012,Lancer X,10888
Renault,crossover,103,2.5,Gas,yes,2010,Koleos,10850
Renault,van,187,2,Diesel,yes,2012,Trafic,10800
Renault,other,206,2,Diesel,yes,2008,Trafic,10800
Volkswagen,sedan,100,1.8,Petrol,yes,2008,Passat B6,10800
Volkswagen,sedan,63,20,Petrol,yes,2007,Passat B6,10800
Mitsubishi,crossover,165,3,Gas,yes,2007,Pajero Sport,10800
Mitsubishi,crossover,190,3,Gas,yes,2006,Pajero Sport,10800
Mercedes-Benz,other,230,1.8,Petrol,yes,2006,C-Class,10800
Toyota,sedan,179,3,Gas,yes,2005,Camry,10800
Volkswagen,other,146,1.6,Diesel,yes,2012,Caddy,10800
Volkswagen,van,156,1.6,Diesel,yes,2012,Caddy,10800
BMW,sedan,288,4.4,Gas,yes,2002,745,10800
BMW,sedan,246,3,Diesel,yes,2003,530,10800
BMW,other,191,2.2,Petrol,yes,2002,320,10800
BMW,sedan,180,2,Petrol,yes,2002,318,10800
Renault,vagon,193,1.5,Diesel,yes,2012,Megane,10799
Volkswagen,van,128,1.9,Diesel,yes,2010,Caddy,10799
Volkswagen,van,157,1.6,Diesel,yes,2012,Caddy,10777
Volkswagen,van,176,2,Diesel,yes,2012,T5 (Transporter),10750
Renault,hatch,136,1.5,Diesel,yes,2011,Megane,10750
Renault,van,265,2,Diesel,yes,2007,Trafic,10700
Renault,van,150,1.9,Diesel,yes,2006,Trafic,10700
Volkswagen,van,274,2.5,Diesel,yes,2001,T4 (Transporter),10700
Volkswagen,hatch,60,1.4,Petrol,yes,2010,Polo,10700
Volkswagen,sedan,147,2,Petrol,yes,2007,Passat B6,10700
Volkswagen,sedan,195,3.2,Petrol,yes,2007,Passat B6,10700
Toyota,sedan,57,1.3,Petrol,yes,2010,Corolla,10700
Volkswagen,van,153,2,Diesel,yes,2010,Caddy,10700
Volkswagen,vagon,171,1.9,Diesel,yes,2010,Caddy,10700
Toyota,sedan,109,1.8,Petrol,yes,2007,Avensis,10700
Audi,vagon,222,2.5,Diesel,yes,2005,A6,10700
BMW,sedan,243,3,Diesel,yes,2002,530,10700
Volkswagen,van,130,2,Diesel,yes,2011,T5 (Transporter),10650
Volkswagen,sedan,65,1.6,Petrol,yes,2013,Polo,10650
Renault,vagon,220,2.5,Other,yes,2006,Trafic,10600
Volkswagen,van,120,2,Diesel,yes,2007,Touran,10600
Volkswagen,van,140,2,Diesel,yes,2011,T6 (Transporter),10600
Volkswagen,van,240,2.5,Diesel,yes,2009,T5 (Transporter),10600
Mercedes-Benz,van,250,2.2,Diesel,yes,2006,Sprinter 313,10600
Toyota,crossover,185,2,Gas,yes,2005,Rav 4,10600
Volkswagen,sedan,75,1.6,Petrol,yes,2012,Polo,10600
Volkswagen,sedan,118,1.8,Petrol,yes,2008,Passat B6,10600
Volkswagen,other,140,2,Other,yes,2007,Passat B6,10600
Mitsubishi,crossover,52,2,Petrol,yes,2008,Outlander,10600
Mitsubishi,crossover,85,NA,Gas,yes,2006,Outlander,10600
Renault,vagon,113,1.5,Diesel,yes,2011,Megane,10600
Volkswagen,van,153,1.6,Diesel,yes,2012,Caddy,10600
Toyota,sedan,204,1.8,Other,yes,2008,Avensis,10600
BMW,sedan,1,3,Diesel,yes,2000,530,10600
BMW,sedan,285,2,Diesel,yes,2007,520,10600
Mercedes-Benz,other,128,NA,Other,yes,2011,Vito,10550
Renault,van,195,2,Diesel,yes,2011,Trafic,10550
Toyota,hatch,17,1,Petrol,yes,2016,Yaris,10500
Renault,van,183,2.5,Diesel,yes,2006,Trafic,10500
Toyota,van,200,2.7,Gas,yes,2005,Tacoma,10500
Volkswagen,other,270,2.5,Diesel,yes,2007,T5 (Transporter),10500
Volkswagen,van,246,2.5,Diesel,yes,2006,T5 (Transporter),10500
Volkswagen,van,299,2.5,Diesel,yes,2002,Syncro,10500
Renault,van,67,1.6,Petrol,yes,2012,Scenic,10500
Mercedes-Benz,sedan,266,5,Gas,yes,2004,S 500,10500
Volkswagen,sedan,210,5,Diesel,yes,2004,Phaeton,10500
Volkswagen,sedan,100,1.8,Petrol,yes,2008,Passat B6,10500
Mitsubishi,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,10500
Mitsubishi,crossover,187,2.4,Gas,yes,2008,Outlander,10500
Mitsubishi,crossover,130,2.4,Gas,yes,2006,Outlander,10500
Volkswagen,van,312,2.5,Diesel,yes,1998,Multivan,10500
Renault,hatch,148,1.5,Diesel,yes,2012,Megane,10500
Renault,vagon,165,1.5,Diesel,yes,2012,Megane,10500
Renault,vagon,185,1.5,Diesel,yes,2011,Megane,10500
Renault,vagon,185,1.5,Diesel,yes,2011,Megane,10500
Renault,vagon,185,1.5,Diesel,yes,2011,Megane,10500
Renault,vagon,250,1.5,Diesel,yes,2011,Megane,10500
Toyota,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,10500
Mitsubishi,sedan,57,1.5,Gas,yes,2011,Lancer X,10500
Mitsubishi,sedan,130,2,Petrol,yes,2008,Lancer X,10500
Renault,vagon,233,1.5,Diesel,yes,2009,Laguna,10500
Mercedes-Benz,sedan,285,1.8,Gas,yes,2003,E-Class,10500
Renault,crossover,93,1.5,Diesel,yes,2011,Duster,10500
Toyota,sedan,82,NA,Petrol,yes,2010,Corolla,10500
Toyota,sedan,185,1.6,Petrol,yes,2008,Corolla,10500
Toyota,sedan,180,3.5,Petrol,yes,2007,Camry,10500
Volkswagen,van,170,1.6,Diesel,yes,2013,Caddy,10500
Volkswagen,van,176,1.6,Diesel,yes,2012,Caddy,10500
Volkswagen,van,130,1.9,Diesel,yes,2010,Caddy,10500
Toyota,sedan,124,1.8,Petrol,yes,2008,Avensis,10500
Audi,vagon,198,4.2,Gas,yes,2005,A6 Allroad,10500
Audi,vagon,243,2.5,Diesel,yes,2003,A6,10500
BMW,hatch,220,2,Petrol,yes,2005,118,10500
Renault,other,160,NA,Diesel,yes,2013,Trafic,10499
Renault,other,146,2,Diesel,yes,2012,Trafic,10499
Renault,vagon,121,1.5,Diesel,yes,2013,Megane,10499
Volkswagen,other,1,1.4,Petrol,yes,2014,Polo,10493
Renault,van,106,2,Diesel,yes,2013,Trafic,10450
Volkswagen,sedan,78,1.6,Petrol,yes,2012,Polo,10400
Volkswagen,sedan,87,1.6,Petrol,yes,2011,Polo,10400
Mitsubishi,sedan,123,2,Petrol,yes,2009,Lancer X,10400
Toyota,sedan,144,1.3,Petrol,yes,2012,Corolla,10400
Toyota,sedan,87,1.6,Petrol,yes,2008,Corolla,10400
Audi,sedan,293,1.8,Gas,yes,2004,A4,10399
Renault,vagon,1,1.2,Petrol,yes,2015,Logan,10396.23
Renault,van,138,2,Diesel,yes,2011,Trafic,10300
Volkswagen,other,215,1.9,Other,yes,2007,T5 (Transporter),10300
Volkswagen,sedan,235,2,Petrol,yes,2007,Passat B6,10300
Toyota,sedan,108,1.6,Petrol,yes,2008,Corolla,10300
Volkswagen,hatch,110,1.9,Diesel,yes,2008,Caddy,10300
Renault,other,176,2,Diesel,yes,2013,Trafic,10299
Volkswagen,sedan,144,2,Diesel,yes,2008,Passat B6,10250
Mercedes-Benz,sedan,261,1.8,Petrol,yes,2003,E-Class,10250
Renault,van,183,2,Diesel,yes,2012,Trafic,10200
Volkswagen,van,253,2.5,Diesel,yes,2008,T5 (Transporter),10200
Volkswagen,van,153,2.5,Diesel,yes,2007,T5 (Transporter),10200
Toyota,other,105,1.5,Gas,yes,2005,Scion,10200
Renault,hatch,70,1.5,Diesel,yes,2013,Sandero,10200
Volkswagen,sedan,129,2,Petrol,yes,2006,Passat B6,10200
Volkswagen,vagon,186,2,Diesel,yes,2005,Passat B6,10200
Volkswagen,sedan,280,1.8,Petrol,yes,2006,Passat B5,10200
Mitsubishi,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon,10200
Mitsubishi,crossover,99,2,Gas,yes,2008,Outlander,10200
Renault,vagon,151,1.5,Diesel,yes,2011,Megane,10200
Mitsubishi,sedan,102,2,Gas,yes,2008,Lancer X,10200
Mitsubishi,sedan,104,NA,Gas,yes,2008,Lancer X,10200
Renault,other,39,1.5,Diesel,yes,2014,Kangoo,10200
Renault,van,149,1.5,Diesel,yes,2013,Kangoo,10200
Mercedes-Benz,sedan,174,2.6,Gas,yes,2001,E-Class,10200
Toyota,sedan,122,7.2,Petrol,yes,2011,Corolla,10200
Mercedes-Benz,sedan,154,2.5,Petrol,yes,2006,C-Class,10200
Toyota,sedan,180,2.4,Petrol,yes,2003,Camry,10200
Volkswagen,van,105,1.6,Diesel,yes,2014,Caddy,10200
Volkswagen,van,137,1.9,Diesel,yes,2008,Caddy,10200
Toyota,sedan,185,1.8,Petrol,yes,2007,Avensis,10200
Audi,sedan,120,2,Petrol,yes,2006,A4,10200
Mercedes-Benz,other,190,2.2,Diesel,yes,2008,Vito,10150
Renault,van,64,2,Diesel,yes,2014,Trafic,10100
Renault,van,164,2,Diesel,yes,2012,Trafic,10100
Renault,vagon,190,2,Diesel,yes,2012,Trafic,10100
Toyota,other,83,1.6,Other,yes,2008,Corolla,10100
Toyota,sedan,142,2.4,Petrol,yes,2007,Camry,10100
Renault,van,220,2,Diesel,yes,2007,Trafic,10000
Volkswagen,van,224,2.5,Diesel,yes,2006,T5 (Transporter),10000
Volkswagen,van,231,1.9,Diesel,yes,2005,T5 (Transporter),10000
Volkswagen,van,283,2.5,Diesel,yes,2005,T5 (Transporter),10000
Mercedes-Benz,other,275,2.15,Diesel,yes,2006,Sprinter 313,10000
Mercedes-Benz,van,450,NA,Diesel,yes,1998,Sprinter 312,10000
Mercedes-Benz,sedan,80,NA,Diesel,yes,2010,S 350,10000
Volkswagen,sedan,98,1.6,Petrol,yes,2013,Polo,10000
Volkswagen,sedan,66,1.6,Petrol,yes,2011,Polo,10000
Volkswagen,sedan,56,1.8,Petrol,no,2015,Passat B7,10000
Volkswagen,sedan,90,9,Petrol,no,2010,Passat B6,10000
Volkswagen,sedan,174,2,Petrol,yes,2005,Passat B6,10000
Renault,other,214,2.5,Diesel,yes,2008,Master,10000
Renault,vagon,234,2,Diesel,yes,2008,Laguna,10000
Volkswagen,van,71,1.2,Petrol,yes,2013,Caddy,10000
Volkswagen,van,160,1.6,Diesel,yes,2012,Caddy,10000
Volkswagen,van,220,1.9,Diesel,yes,2008,Caddy,10000
Audi,sedan,206,2.5,Diesel,yes,2003,A6,10000
Audi,sedan,131,1.8,Petrol,yes,2005,A4,10000
BMW,sedan,274,4.4,Gas,yes,1998,540,10000
Mercedes-Benz,van,154,2.2,Diesel,yes,2007,Vito,9999
Mercedes-Benz,van,127,2.2,Diesel,yes,2005,Vito,9999
Volkswagen,van,310,2.5,Diesel,yes,2007,T5 (Transporter),9999
Volkswagen,hatch,118,1.2,Diesel,yes,2011,Polo,9999
Volkswagen,vagon,161,2,Diesel,yes,2008,Passat B6,9999
Mercedes-Benz,crossover,300,3.2,Petrol,yes,1998,ML 320,9999
Renault,vagon,100,1.5,Diesel,yes,2010,Kangoo,9999
Renault,van,185,1.5,Diesel,yes,2008,Kangoo,9999
Volkswagen,sedan,182,1.6,Petrol,yes,2006,Jetta,9999
Mercedes-Benz,sedan,250,2.2,Diesel,yes,2000,E-Class,9999
Mercedes-Benz,sedan,322,2.7,Diesel,yes,2000,E-Class,9999
Mercedes-Benz,sedan,80,2.3,Petrol,yes,2002,C-Class,9999
Toyota,sedan,345,3,Gas,yes,2005,Camry,9999
Toyota,sedan,225,3,Gas,yes,2004,Camry,9999
Toyota,sedan,250,2.4,Petrol,yes,2003,Camry,9999
Volkswagen,van,165,1.6,Diesel,yes,2012,Caddy,9999
Audi,vagon,198,2.7,Petrol,yes,2003,A6 Allroad,9999
Audi,sedan,190,3,Petrol,yes,2007,A6,9999
Audi,sedan,190,2.5,Diesel,yes,2003,A6,9999
BMW,sedan,271,3,Diesel,yes,2001,530,9999
BMW,sedan,200,1.8,Petrol,yes,2004,318,9999
Volkswagen,van,194,1.6,Diesel,yes,2011,Caddy,9990
Volkswagen,hatch,95,1.4,Petrol,yes,2010,Polo,9950
Mitsubishi,crossover,275,3.5,Gas,yes,2000,Pajero Wagon,9950
Toyota,sedan,140,1.4,Petrol,yes,2012,Corolla,9950
Toyota,sedan,106,1.6,Gas,yes,2008,Corolla,9950
Toyota,sedan,142,1.8,Petrol,yes,2008,Avensis,9950
BMW,other,93,2.5,Petrol,yes,2003,Z4,9900
Volkswagen,van,230,1.9,Diesel,yes,2008,T5 (Transporter),9900
Volkswagen,other,178,2.5,Diesel,yes,2007,T5 (Transporter),9900
Volkswagen,van,300,2.5,Diesel,yes,2007,T5 (Transporter),9900
Volkswagen,sedan,80,1.6,Petrol,yes,2011,Polo,9900
Mitsubishi,sedan,98,2,Petrol,yes,2009,Lancer X,9900
Mitsubishi,sedan,55,2,Other,yes,2008,Lancer X,9900
Mitsubishi,other,200,2.5,Diesel,yes,2007,L 200,9900
Renault,crossover,201,1.9,Diesel,yes,2006,Kangoo,9900
Volkswagen,hatch,156,1.6,Petrol,yes,2007,Golf Plus,9900
Mercedes-Benz,sedan,275,2.2,Other,yes,2005,E-Class,9900
Mercedes-Benz,sedan,320,2.7,Diesel,yes,2001,E-Class,9900
Toyota,sedan,130,2.3,Gas,yes,2006,Camry,9900
Volkswagen,van,149,1.6,Diesel,yes,2013,Caddy,9900
Volkswagen,other,181,1.6,Diesel,yes,2012,Caddy,9900
Volkswagen,other,171,1.6,Diesel,yes,2011,Caddy,9900
Audi,vagon,284,2.5,Diesel,yes,2004,A6,9900
Volkswagen,sedan,110,2,Petrol,yes,2006,Passat B6,9850
Volkswagen,van,126,2,Diesel,yes,2012,Caddy,9850
Mercedes-Benz,van,230,2.15,Diesel,yes,2004,Vito,9800
Volkswagen,van,299,2.5,Diesel,yes,2002,T4 (Transporter),9800
Mitsubishi,crossover,92,2,Petrol,yes,2008,Outlander,9800
Mitsubishi,sedan,56,1.5,Petrol,yes,2011,Lancer X,9800
Mitsubishi,sedan,81,2,Petrol,yes,2009,Lancer X,9800
Mitsubishi,sedan,148,2,Gas,yes,2008,Lancer X,9800
Volkswagen,hatch,98,1.6,Gas,yes,2010,Golf V,9800
Toyota,sedan,123,NA,Petrol,yes,2008,Corolla,9800
Toyota,other,250,1.8,Petrol,yes,2000,Celica,9800
Volkswagen,other,117,1.6,Diesel,yes,2014,Caddy,9800
Volkswagen,van,86,1.2,Petrol,yes,2013,Caddy,9800
Volkswagen,van,130,1.6,Diesel,yes,2012,Caddy,9800
Volkswagen,van,196,1.6,Diesel,yes,2011,Caddy,9800
Volkswagen,van,160,1.9,Diesel,yes,2009,Caddy,9800
Volkswagen,van,220,1.9,Diesel,yes,2008,Caddy,9800
Toyota,sedan,178,1.8,Petrol,yes,2007,Avensis,9800
Toyota,sedan,65,1.6,Petrol,yes,2009,Auris,9800
Toyota,hatch,98,1.6,Gas,yes,2008,Auris,9800
Audi,vagon,257,2.5,Diesel,yes,2003,A6,9800
Audi,vagon,253,1.9,Diesel,yes,2002,A6,9800
Audi,hatch,165,1.6,Gas,yes,2006,A3,9800
BMW,sedan,264,3,Diesel,yes,2001,530,9800
BMW,sedan,350,3,Diesel,yes,2001,530,9800
Volkswagen,van,1,1.9,Diesel,yes,2004,T5 (Transporter),9750
Volkswagen,hatch,130,1.4,Petrol,yes,2005,Golf V,9750
Volkswagen,van,253,1.9,Diesel,yes,2010,Caddy,9750
Volkswagen,van,159,1.9,Diesel,yes,2009,Caddy,9750
Renault,van,152,2,Diesel,yes,2010,Trafic,9700
Renault,van,245,2,Diesel,yes,2008,Trafic,9700
Volkswagen,van,255,2.5,Diesel,yes,2002,T4 (Transporter),9700
Volkswagen,sedan,201,2,Petrol,yes,2007,Passat B6,9700
Mitsubishi,crossover,45,NA,Other,yes,2001,Pajero Sport,9700
Renault,vagon,114,1.5,Diesel,yes,2012,Kangoo,9700
Mitsubishi,van,247,2.4,Gas,yes,2008,Grandis,9700
Volkswagen,vagon,130,1.6,Gas,yes,2008,Golf Variant,9700
Mitsubishi,sedan,120,2.4,Gas,yes,2006,Galant,9700
Toyota,sedan,130,NA,Petrol,yes,2008,Corolla,9700
Audi,sedan,249,2.5,Diesel,yes,2004,A6,9700
Audi,vagon,189,2.5,Diesel,yes,2003,A6,9700
BMW,sedan,267,2,Diesel,yes,2002,320,9700
BMW,sedan,250,2,Petrol,yes,2003,318,9700
Renault,sedan,1,1.2,Petrol,yes,2016,Logan,9658.94
Volkswagen,vagon,200,1.4,Gas,yes,2009,Passat B6,9650
Mercedes-Benz,van,184,2.2,Diesel,yes,2012,Vito,9600
Mercedes-Benz,van,30,2.2,Diesel,yes,2006,Vito,9600
Renault,van,175,2,Diesel,yes,2007,Trafic,9600
Volkswagen,van,255,1.9,Diesel,yes,2004,T5 (Transporter),9600
Volkswagen,sedan,107,1.6,Gas,yes,2011,Polo,9600
Volkswagen,sedan,106,1.6,Petrol,yes,2011,Polo,9600
Renault,vagon,184,1.5,Diesel,yes,2011,Megane,9600
Volkswagen,sedan,185,1.6,Gas,yes,2008,Jetta,9600
Volkswagen,hatch,132,1.6,Petrol,yes,2007,Golf V,9600
Mitsubishi,other,114,2,Petrol,yes,1999,Eclipse,9600
Volkswagen,van,148,1.6,Diesel,yes,2011,Caddy,9600
Volkswagen,other,128,1.9,Diesel,yes,2010,Caddy,9600
Audi,vagon,230,2.5,Diesel,yes,2004,A6,9600
Volkswagen,sedan,88,1.6,Petrol,yes,2014,Polo,9599
Volkswagen,sedan,140,1.8,Petrol,yes,2008,Passat B6,9599
Volkswagen,sedan,174,2,Petrol,yes,2007,Passat B6,9555
Volkswagen,van,152,1.6,Diesel,yes,2012,Caddy,9555
BMW,crossover,110,3,Diesel,no,2008,X6,9500
Mercedes-Benz,other,220,2.2,Diesel,yes,2005,Vito,9500
Mercedes-Benz,van,248,2.2,Diesel,yes,2005,Vito,9500
Mercedes-Benz,van,280,2.2,Diesel,yes,2005,Vito,9500
Renault,van,189,2,Diesel,yes,2010,Trafic,9500
Renault,van,275,2,Diesel,yes,2008,Trafic,9500
Volkswagen,van,188,1.9,Diesel,yes,2006,T5 (Transporter),9500
Volkswagen,van,212,1.9,Diesel,yes,2006,T5 (Transporter),9500
Mercedes-Benz,other,650,2.2,Diesel,yes,2005,Sprinter 313,9500
Mercedes-Benz,other,280,2.9,Diesel,yes,1998,Sprinter 312,9500
Mercedes-Benz,sedan,246,6,Petrol,yes,1997,S 600,9500
Volkswagen,hatch,29,1.4,Petrol,yes,2014,Polo,9500
Volkswagen,hatch,62,1.2,Diesel,yes,2011,Polo,9500
Volkswagen,sedan,95,2,Petrol,yes,2007,Passat B6,9500
Volkswagen,van,205,2,Petrol,yes,2006,Passat B6,9500
Mitsubishi,crossover,140,2.4,Gas,yes,2007,Outlander,9500
Mitsubishi,crossover,150,2,Gas,yes,2007,Outlander,9500
Mitsubishi,crossover,225,2.4,Gas,yes,2004,Outlander,9500
Renault,hatch,77,1.6,Petrol,yes,2011,Megane,9500
